trade_id,symbol,direction,entry_time,exit_time,duration_m,planned_entry,actual_entry,entry_spread,total_lots,partial_lots,runner_lots,tp1_hit,tp2_hit,be_hit,exit_reason,partial_pnl,runner_pnl,commission,net_pnl,account_balance,return_pct,adx_1h,atr_1h,month,balance
9,XAUUSD,SELL,2026-01-07 19:55:00.021000+00:00,2026-01-07 21:00:00.281000+00:00,65.00433333333334,4451.9,4454.58,0.2899999999999636,0.03,0.02,0.01,False,False,False,EOD_EXIT,4.639999999999418,2.319999999999709,0.15,6.8099999999991265,5350.626543640812,0.12743700956768594,27.616599050373093,18.335969803292677,2026-01,5736.756836012798
10,XAUUSD,SELL,2026-01-08 10:00:00.018000+00:00,2026-01-08 14:42:40.063000+00:00,282.6674166666666,4425.66,4430.78,0.2899999999999636,0.04,0.02,0.02,True,False,True,TP1_THEN_BE,39.33487726734893,0.5799999999999272,0.2,39.714877267348854,5390.341420908161,0.7422472292436435,30.721913802473924,15.60907828069382,2026-01,5776.471713280147
7,NAS100,SELL,2026-01-08 11:40:00.019000+00:00,2026-01-08 15:20:40.755000+00:00,220.67893333333333,25608.8,25606.3,2.600000000002183,0.1,0.05,0.05,False,False,False,SL,-26.424067739380916,-26.424067739380916,0.5,-53.34813547876183,5332.782156893224,-0.9904724279380172,20.302989436712732,52.84813547876163,2026-01,5723.123577801385
8,NAS100,SELL,2026-01-08 16:30:00.067000+00:00,2026-01-08 16:38:26.472000+00:00,8.440083333333332,25556.5,25632.9,2.599999999998545,0.11,0.06,0.05,True,True,False,FULL_TP2,44.80511881151469,49.78346534612683,0.55,94.03858415764152,5426.820741050866,1.7634056931443567,17.214984131191713,49.78346534612771,2026-01,5817.162161959027
11,XAUUSD,SELL,2026-01-08 15:05:00.016000+00:00,2026-01-08 16:47:49.515000+00:00,102.82498333333334,4418.7,4423.82,0.2899999999999636,0.04,0.02,0.02,False,False,False,SL,-27.392113378600698,-27.392113378600698,0.2,-54.9842267572014,5335.35719415096,-1.0200509107628601,34.843366371395156,15.217840765889328,2026-01,5762.177935201826
9,NAS100,SELL,2026-01-08 20:10:00.118000+00:00,2026-01-08 21:00:00.002000+00:00,49.998066666666666,25474.8,25500.9,2.599999999998545,0.08,0.04,0.04,False,False,False,EOD_EXIT,7.840000000000873,7.840000000000873,0.4,15.280000000001746,5442.100741050867,0.28156448736950324,21.720827438758025,70.1747072509045,2026-01,5777.457935201827
10,NAS100,SELL,2026-01-09 06:00:00.440000+00:00,2026-01-09 12:21:51.387000+00:00,381.84911666666665,25517.4,25524.1,2.600000000002183,0.09,0.04,0.05,False,False,False,SL,-23.938368804131464,-29.922961005164325,0.44999999999999996,-54.31132980929579,5387.7894112415715,-0.9979846458852634,20.27083270191785,59.845922010327605,2026-01,5723.1466053925315
12,XAUUSD,BUY,2026-01-09 07:30:00.004000+00:00,2026-01-09 16:11:07.517000+00:00,521.1252166666667,4470.88,4465.17,0.2899999999999636,0.04,0.02,0.02,True,True,False,FULL_TP2,36.26694722110369,56.99091706173386,0.2,93.05786428283754,5428.415058433798,1.7441730871337897,17.996407197948542,14.39164572265989,2026-01,5816.204469675369
11,NAS100,BUY,2026-01-09 14:55:00.210000+00:00,2026-01-09 16:18:22.700000+00:00,83.37483333333333,25598.1,25590.9,2.600000000002183,0.11,0.06,0.05,True,False,True,TP1_THEN_BE,44.404000272471606,1.3000000000010914,0.55,45.1540002724727,5432.943411514044,0.8380802742263702,15.816876467247031,49.33777808052425,2026-01,5861.3584699478415
13,XAUUSD,BUY,2026-01-12 12:20:00.002000+00:00,2026-01-12 16:25:57.884000+00:00,245.9647,4591.49,4589.58,0.2899999999999636,0.03,0.02,0.01,True,False,True,TP1_THEN_BE,45.53956925358398,0.2899999999999636,0.15,45.67956925358394,5474.094627687382,0.8414899885485797,38.0217823949413,18.07125764031136,2026-01,5907.038039201426
12,NAS100,SELL,2026-01-12 10:15:00.050000+00:00,2026-01-12 16:30:03.480000+00:00,375.05716666666666,25548.8,25574.4,2.399999999997817,0.09,0.04,0.05,False,False,False,SL,-24.118387470536984,-30.14798433817123,0.44999999999999996,-54.71637180870822,5378.227039705335,-1.007122063755491,22.873666267587392,60.29596867634267,2026-01,5852.321667392717
14,XAUUSD,BUY,2026-01-12 16:35:00.075000+00:00,2026-01-12 21:00:00.117000+00:00,265.0007,4610.69,4598.41,0.2899999999999636,0.03,0.02,0.01,True,False,False,EOD_EXIT,45.082044279770344,12.420000000000073,0.15,57.35204427977042,5531.446671967153,1.047699175489038,42.235499964511746,17.889700111019735,2026-01,5909.673711672488
13,NAS100,BUY,2026-01-13 10:20:00.231000+00:00,2026-01-13 15:31:39.504000+00:00,311.65455000000003,25778.4,25773.8,2.599999999998545,0.12,0.06,0.06,True,True,False,FULL_TP2,41.205715608940224,54.94095414525509,0.6,95.54666975419532,5473.77370945953,1.7765458588641168,16.68038650617415,45.784128454378774,2026-01,6005.220381426683
15,XAUUSD,BUY,2026-01-13 13:40:00.085000+00:00,2026-01-13 15:42:02.150000+00:00,122.03441666666666,4589.72,4586.55,0.2899999999999636,0.04,0.02,0.02,True,True,False,FULL_TP2,39.43862195170732,61.974977352683716,0.2,101.21359930439102,5632.660271271544,1.8297853221171227,22.41023021349178,15.650246806233048,2026-01,6106.433980731074
16,XAUUSD,BUY,2026-01-13 17:55:00.002000+00:00,2026-01-13 18:27:12.900000+00:00,32.21496666666666,4618.95,4615.94,0.2899999999999636,0.04,0.02,0.02,False,False,False,SL,-30.869863136689673,-30.869863136689673,0.2,-61.93972627337935,5570.720544998165,-1.0996531530455107,20.838925187225822,17.14992396482772,2026-01,6044.494254457695
14,NAS100,BUY,2026-01-13 18:30:00.050000+00:00,2026-01-13 19:53:04.432000+00:00,83.07303333333333,25802.6,25764.1,2.599999999998545,0.09,0.04,0.05,True,False,True,TP1_THEN_BE,37.191562743468964,1.2999999999992726,0.44999999999999996,38.04156274346823,5511.815272202999,0.6949787251476347,15.582763499312737,61.98593790578098,2026-01,6082.535817201164
17,XAUUSD,BUY,2026-01-14 08:15:00.062000+00:00,2026-01-14 16:39:56.161000+00:00,504.9349833333333,4632.91,4633.89,0.28000000000065484,0.04,0.02,0.02,False,False,False,SL,-30.454228180131395,-30.454228180131395,0.2,-61.10845636026279,5509.612088637902,-1.0969578507241906,17.236848130371488,16.919015655628048,2026-01,6021.427360840901
18,XAUUSD,SELL,2026-01-15 10:00:00.032000+00:00,2026-01-15 12:37:16.524000+00:00,157.27486666666667,4599.9,4601.56,0.3099999999994907,0.03,0.02,0.01,False,False,False,SL,-32.38623375894713,-16.193116879473564,0.15,-48.72935063842069,5460.882737999482,-0.8844424953058295,26.70926236511481,17.992352088304308,2026-01,5972.698010202481
15,NAS100,BUY,2026-01-15 14:40:00.087000+00:00,2026-01-15 17:46:35.294000+00:00,186.58678333333333,25693.0,25686.0,2.599999999998545,0.08,0.04,0.04,True,False,True,TP1_THEN_BE,41.80216628277995,1.0399999999994178,0.4,42.44216628277937,5554.257438485778,0.7700215661584718,24.924992964881287,69.67027713796634,2026-01,6015.14017648526
16,NAS100,BUY,2026-01-15 18:05:00.008000+00:00,2026-01-15 21:00:00.134000+00:00,175.0021,25764.7,25777.0,2.599999999998545,0.07,0.04,0.03,False,False,False,EOD_EXIT,-12.839999999999419,-9.629999999999564,0.35000000000000003,-22.819999999998984,5531.437438485779,-0.41085600105385567,29.853103327396852,75.21545932261171,2026-01,5992.320176485261
19,XAUUSD,SELL,2026-01-16 08:45:00.111000+00:00,2026-01-16 09:12:08.398000+00:00,27.13811666666667,4596.59,4595.86,0.3100000000004002,0.04,0.02,0.02,False,False,False,SL,-26.54719940376708,-26.54719940376708,0.2,-53.294398807534165,5407.588339191948,-0.9759301080883094,26.61741486754131,14.748444113203474,2026-01,5939.025777677727
20,XAUUSD,SELL,2026-01-16 10:40:00.283000+00:00,2026-01-16 16:05:30.954000+00:00,325.5111833333333,4602.09,4605.12,0.3100000000004002,0.04,0.02,0.02,True,False,True,TP1_THEN_BE,38.01017642311854,0.6200000000008004,0.2,38.430176423119335,5446.018515615067,0.7106712643895879,24.2869686698378,15.083403342507035,2026-01,5977.455954100847
17,NAS100,BUY,2026-01-16 11:00:00.071000+00:00,2026-01-16 16:55:50.305000+00:00,355.83723333333336,25696.9,25683.7,2.600000000002183,0.11,0.06,0.05,False,False,False,SL,-31.381354150845432,-26.151128459037864,0.55,-58.08248260988329,5473.354955875896,-1.0500431986406642,17.63951098947852,52.302256918074875,2026-01,5919.373471490963
21,XAUUSD,SELL,2026-01-16 17:25:00.051000+00:00,2026-01-16 17:31:49.275000+00:00,6.8204,4564.57,4588.43,1.1300000000001091,0.04,0.02,0.02,True,True,False,FULL_TP2,38.63015573694429,60.70453044377063,0.2,99.13468618071492,5545.1532017957825,1.8203148942015444,18.057315582785883,15.329426879739914,2026-01,6018.508157671678
18,NAS100,SELL,2026-01-16 19:05:00.002000+00:00,2026-01-16 21:00:00.056000+00:00,115.0009,25571.5,25574.4,2.599999999998545,0.08,0.04,0.04,False,False,False,EOD_EXIT,-3.3599999999991272,-3.3599999999991272,0.4,-7.119999999998255,5466.234955875898,-0.13008474797262345,20.184008850783933,67.53796585879283,2026-01,6011.38815767168
22,XAUUSD,SELL,2026-01-16 19:20:00.012000+00:00,2026-01-16 21:00:00.111000+00:00,100.00165,4584.28,4584.37,0.31999999999970896,0.03,0.02,0.01,False,False,False,EOD_EXIT,3.0799999999999272,1.5399999999999636,0.15,4.4699999999998905,5549.623201795783,0.08061093782859405,22.503447940593258,21.09583236059208,2026-01,6015.858157671681
23,XAUUSD,BUY,2026-01-19 11:15:00.068000+00:00,2026-01-19 21:00:00.234000+00:00,585.0027666666666,4671.34,4670.97,0.3000000000001819,0.03,0.02,0.01,False,False,False,EOD_EXIT,11.079999999999927,5.539999999999964,0.15,16.469999999999892,5566.093201795783,0.2967769054063062,30.995511066874993,19.41303254876027,2026-01,6032.328157671681
24,XAUUSD,BUY,2026-01-20 13:40:00.159000+00:00,2026-01-20 15:21:58.218000+00:00,101.96765,4732.16,4731.41,0.3400000000001455,0.04,0.02,0.02,False,False,False,SL,-25.232817255357077,-25.232817255357077,0.2,-50.665634510714156,5515.427567285069,-0.9102548713048491,40.6551614523288,14.018231808531798,2026-01,5981.662523160967
19,NAS100,SELL,2026-01-20 15:40:00.091000+00:00,2026-01-20 16:30:04.962000+00:00,50.081183333333335,25088.9,25087.7,2.599999999998545,0.07,0.04,0.03,False,False,False,SL,-32.187426846922605,-24.140570135191957,0.35000000000000003,-56.677996982114564,5409.556958893783,-1.0368745112426767,52.35555877080575,80.46856711730778,2026-01,5924.984526178852
25,XAUUSD,BUY,2026-01-20 15:50:00.066000+00:00,2026-01-20 16:34:28.653000+00:00,44.47645,4731.65,4730.71,0.32999999999992724,0.04,0.02,0.02,True,False,True,TP1_THEN_BE,34.39492940110904,0.6599999999998545,0.2,34.85492940110889,5550.282496686178,0.6319533522269786,43.46436859877437,13.648781508376937,2026-01,5959.839455579961
26,XAUUSD,BUY,2026-01-20 18:10:00.137000+00:00,2026-01-20 20:21:13.354000+00:00,131.22028333333333,4741.3,4735.0,0.3400000000001455,0.04,0.02,0.02,True,True,False,FULL_TP2,39.77149864950297,62.498069306362595,0.2,102.06956795586557,5652.352064642044,1.8389977089779967,43.65462165575284,15.782340733930106,2026-01,6061.909023535827
27,XAUUSD,BUY,2026-01-21 10:10:00.039000+00:00,2026-01-21 16:12:07.211000+00:00,362.1195333333333,4858.41,4860.07,0.31999999999970896,0.03,0.02,0.01,False,False,False,SL,-40.71058065318357,-20.355290326591785,0.15,-61.21587097977535,5591.136193662269,-1.0830158893092956,54.40776969026216,22.616989251768857,2026-01,6000.693152556052
20,NAS100,BUY,2026-01-21 20:50:00.109000+00:00,2026-01-21 21:00:00.003000+00:00,9.998233333333333,25164.7,25152.6,2.599999999998545,0.05,0.02,0.03,False,False,False,EOD_EXIT,1.7000000000000002,2.55,0.25,4.0,5413.556958893783,0.07394320885047066,31.768903592361614,108.40830489363918,2026-01,6004.693152556052
21,NAS100,BUY,2026-01-22 14:55:00.080000+00:00,2026-01-22 16:47:34.665000+00:00,112.57641666666667,25572.2,25563.3,2.599999999998545,0.06,0.03,0.03,False,False,False,SL,-25.26127705489962,-25.26127705489962,0.3,-50.822554109799235,5362.734404783984,-0.9388015032575627,37.92356887878744,84.20425684966403,2026-01,5953.870598446253
28,XAUUSD,BUY,2026-01-22 12:40:00.132000+00:00,2026-01-22 18:26:14.061000+00:00,346.23215,4828.25,4828.54,0.3400000000001455,0.02,0.01,0.01,True,True,False,FULL_TP2,33.16357071957373,52.1141825593304,0.1,85.17775327890413,5676.313946941173,1.523442647944363,24.116499790765264,26.320294221884232,2026-01,6039.048351725157
22,NAS100,BUY,2026-01-22 18:15:00.031000+00:00,2026-01-22 21:00:00.085000+00:00,165.0009,25534.1,25536.4,2.600000000002183,0.06,0.03,0.03,False,False,False,EOD_EXIT,5.219999999999345,5.219999999999345,0.3,10.13999999999869,5372.874404783983,0.18908264393912563,35.959641498623526,90.32830278746488,2026-01,6049.188351725155
23,NAS100,BUY,2026-01-23 09:20:00.056000+00:00,2026-01-23 10:14:33.633000+00:00,54.55961666666667,25606.5,25605.2,2.600000000002183,0.09,0.04,0.05,False,False,False,SL,-24.591932811889272,-30.739916014861596,0.44999999999999996,-55.781848826750874,5317.0925559572315,-1.0382124096755914,22.62161075444685,61.47983202972282,2026-01,5993.406502898404
29,XAUUSD,BUY,2026-01-23 06:25:00.339000+00:00,2026-01-23 10:20:45.462000+00:00,235.75205,4952.83,4952.15,0.339999999999236,0.03,0.02,0.01,False,False,False,SL,-43.322002565404546,-21.661001282702273,0.15,-65.13300384810682,5611.180943093066,-1.1474524569453284,31.897479710480713,24.067779203002587,2026-01,5928.273499050298
24,NAS100,SELL,2026-01-23 14:30:00.279000+00:00,2026-01-23 17:00:16.660000+00:00,150.27301666666665,25475.1,25501.2,2.599999999998545,0.08,0.04,0.04,False,False,False,SL,-25.68380018281896,-25.68380018281896,0.4,-51.76760036563792,5265.324955591594,-0.9736072829433423,19.565239968763073,64.20950045704899,2026-01,5876.50589868466
30,XAUUSD,BUY,2026-01-26 08:00:00.172000+00:00,2026-01-26 09:00:57.880000+00:00,60.961800000000004,5079.23,5074.58,0.32999999999992724,0.02,0.01,0.01,True,False,True,TP1_THEN_BE,32.31722635093411,0.32999999999992724,0.1,32.54722635093403,5643.728169444,0.5800423597281634,39.89724224329935,25.648592342011007,2026-01,5909.053125035593
31,XAUUSD,BUY,2026-01-26 11:15:00.035000+00:00,2026-01-26 15:02:51.674000+00:00,227.86065,5093.43,5091.4,0.339999999999236,0.02,0.01,0.01,False,False,False,SL,-23.46717115082265,-23.46717115082265,0.1,-47.0343423016453,5596.693827142354,-0.8333913485822433,43.879861171457314,26.07463461202559,2026-01,5862.018782733948
32,XAUUSD,BUY,2026-01-26 16:35:00.118000+00:00,2026-01-26 20:41:05.692000+00:00,246.09290000000001,5089.04,5085.22,0.3400000000001455,0.03,0.02,0.01,False,False,False,SL,-43.992311183965285,-21.996155591982642,0.15,-66.13846677594793,5530.555360366407,-1.1817417357225333,45.77086307399742,24.440172879980757,2026-01,5795.880315958
25,NAS100,BUY,2026-01-26 20:20:00.062000+00:00,2026-01-26 21:00:00.101000+00:00,40.00065,25801.6,25794.7,2.600000000002183,0.07,0.04,0.03,False,False,False,EOD_EXIT,-1.560000000000582,-1.1700000000004365,0.35000000000000003,-3.0800000000010184,5262.244955591593,-0.05849591480066514,16.31008244841907,74.71099728470112,2026-01,5792.800315957999
26,NAS100,BUY,2026-01-27 09:30:00.009000+00:00,2026-01-27 16:35:40.284000+00:00,425.67125000000004,25902.4,25896.5,2.599999999998545,0.1,0.05,0.05,False,False,False,SL,-26.13522231038769,-26.13522231038769,0.5,-52.77044462077538,5209.474510970817,-1.0028123940658102,23.673605082913156,52.27044462077507,2026-01,5740.029871337224
33,XAUUSD,BUY,2026-01-27 07:40:00.297000+00:00,2026-01-27 21:00:00.129000+00:00,799.9972,5074.56,5070.79,0.3400000000001455,0.02,0.01,0.01,False,False,False,EOD_EXIT,17.100000000000364,17.100000000000364,0.1,34.100000000000726,5564.655360366407,0.6165746073960565,32.1147545998235,33.687074816818786,2026-01,5774.129871337224
27,NAS100,BUY,2026-01-27 16:55:00.168000+00:00,2026-01-27 21:00:00.130000+00:00,244.99936666666665,25948.0,25934.9,2.600000000002183,0.11,0.06,0.05,False,False,False,EOD_EXIT,29.519999999998255,24.59999999999855,0.55,53.56999999999681,5263.044510970814,1.0283186890958358,28.231208786135067,46.57334264198489,2026-01,5827.699871337221
28,NAS100,BUY,2026-01-28 06:10:00.089000+00:00,2026-01-28 08:19:28.095000+00:00,129.46676666666667,26116.1,26119.2,2.600000000002183,0.11,0.06,0.05,True,True,False,FULL_TP2,41.347558491113155,45.9417316567924,0.55,86.73929014790555,5349.78380111872,1.6480820173019157,25.39374217459502,45.941731656791674,2026-01,5914.4391614851265
29,NAS100,BUY,2026-01-28 12:25:00.083000+00:00,2026-01-28 16:19:05.713000+00:00,234.09383333333332,26190.5,26181.6,2.399999999997817,0.11,0.06,0.05,False,False,False,SL,-28.249535286365422,-23.541279405304522,0.55,-52.34081469166994,5297.44298642705,-0.9783725219087303,33.13498528998501,47.082558810607566,2026-01,5862.098346793457
34,XAUUSD,BUY,2026-01-28 14:40:00.223000+00:00,2026-01-28 17:08:24.499000+00:00,148.4046,5269.53,5270.31,0.3400000000001455,0.02,0.01,0.01,False,False,False,SL,-25.89796903120987,-25.89796903120987,0.1,-51.89593806241974,5512.759422303987,-0.9325993202030508,38.83795055865754,28.775521145788982,2026-01,5810.2024087310365
35,XAUUSD,BUY,2026-01-28 17:35:00.096000+00:00,2026-01-28 20:38:59.814000+00:00,183.99530000000001,5274.33,5273.49,0.3400000000001455,0.02,0.01,0.01,True,False,True,TP1_THEN_BE,37.57101426610643,0.3400000000001455,0.1,37.811014266106575,5550.570436570093,0.6858818128926067,37.47805821158101,29.818265290560575,2026-01,5848.013422997143
30,NAS100,BUY,2026-01-29 11:00:00.004000+00:00,2026-01-29 13:01:58.752000+00:00,121.97913333333332,26158.6,26149.9,2.600000000002183,0.08,0.04,0.04,False,False,False,SL,-26.412370303731585,-26.412370303731585,0.4,-53.22474060746317,5244.218245819587,-1.0047251238726687,23.19498608264221,66.03092575932955,2026-01,5794.78868238968
36,XAUUSD,BUY,2026-01-29 16:10:00.021000+00:00,2026-01-29 16:47:27.076000+00:00,37.450916666666664,5529.11,5537.57,0.3400000000001455,0.02,0.01,0.01,False,False,False,SL,-43.27269980536494,-43.27269980536494,0.1,-86.64539961072987,5463.925036959363,-1.5610179278126832,44.39516912330303,48.08077756151699,2026-01,5708.1432827789495
37,XAUUSD,SELL,2026-01-30 07:55:00.199000+00:00,2026-01-30 11:13:03.180000+00:00,198.04968333333332,5184.3,5215.8,0.7200000000002547,0.02,0.01,0.01,True,True,False,FULL_TP2,106.91452108893009,168.00853313974767,0.1,274.82305422867773,5738.74809118804,5.029773512076127,38.81105693060008,84.85279451502406,2026-01,5982.966337007627
31,NAS100,SELL,2026-01-30 07:30:00.151000+00:00,2026-01-30 11:51:17.640000+00:00,261.2914833333333,25750.3,25763.8,2.600000000002183,0.05,0.02,0.03,True,True,False,FULL_TP2,31.845692291818708,63.691384583637046,0.25,95.28707687545575,5339.505322695042,1.8169929703328722,35.22092992941124,106.15230763939512,2026-01,6078.253413883082
32,NAS100,SELL,2026-01-30 15:35:00.072000+00:00,2026-01-30 16:30:41.804000+00:00,55.69553333333333,25712.2,25710.2,2.5,0.05,0.02,0.03,False,False,False,SL,-20.81861324651254,-31.22791986976881,0.25,-52.29653311628135,5287.208789578761,-0.9794265565014063,38.7124710172383,104.09306623256167,2026-01,6025.956880766801
38,XAUUSD,SELL,2026-01-30 14:45:00.058000+00:00,2026-01-30 16:34:35.013000+00:00,109.58258333333333,5065.79,5113.67,0.8299999999999272,0.02,0.01,0.01,True,False,True,TP1_THEN_BE,114.8689066420311,0.8299999999999274,0.1,115.59890664203104,5854.346997830071,2.0143575707659207,46.986142628338975,91.16579892224708,2026-01,6141.555787408832
39,XAUUSD,SELL,2026-01-30 16:55:00.049000+00:00,2026-01-30 19:43:38.208000+00:00,168.63598333333331,5032.38,5049.19,1.1200000000008004,0.02,0.01,0.01,True,True,False,FULL_TP2,116.45196440052679,182.99594405797143,0.1,299.3479084584982,6153.694906288569,5.11325872158675,49.405005930091654,92.42219396867222,2026-01,6440.90369586733
33,NAS100,SELL,2026-01-30 17:25:00.014000+00:00,2026-01-30 20:16:30.169000+00:00,171.50258333333335,25691.2,25755.9,2.599999999998545,0.05,0.02,0.03,True,True,False,FULL_TP2,31.998257438729347,63.996514877457955,0.25,95.7447723161873,5382.9535618949485,1.810875570204509,37.10292839534286,106.66085812909661,2026-01,6536.648468183517
34,NAS100,SELL,2026-02-02 07:00:00+00:00,2026-02-02 13:45:06.063000+00:00,405.10105,25234.0,25247.5,2.400000000001455,0.04,0.02,0.02,False,False,False,SL,-27.207494301821864,-27.207494301821864,0.2,-54.61498860364373,5328.338573291305,-1.0145914872878403,46.2081134483802,136.03747150911073,2026-02,6482.0334795798735
40,XAUUSD,SELL,2026-02-02 19:20:00.105000+00:00,2026-02-02 21:00:00.022000+00:00,99.99861666666668,4672.06,4677.32,0.8200000000006185,0.02,0.01,0.01,False,False,False,EOD_EXIT,18.779999999999745,18.779999999999745,0.1,37.45999999999949,6191.154906288568,0.6087399614452523,57.19616249701931,116.24938140881702,2026-02,6519.493479579873
35,NAS100,BUY,2026-02-03 14:15:00.057000+00:00,2026-02-03 16:31:45.674000+00:00,136.76028333333335,25882.4,25878.3,2.599999999998545,0.07,0.04,0.03,False,False,False,SL,-28.926642136566805,-21.694981602425102,0.35000000000000003,-50.97162373899191,5277.366949552313,-0.9566138307068357,27.244919208814316,72.31660534141564,2026-02,6468.521855840881
41,XAUUSD,BUY,2026-02-03 11:45:00.176000+00:00,2026-02-03 21:00:00.017000+00:00,554.99735,4923.09,4921.61,0.3599999999996726,0.02,0.01,0.01,False,False,False,EOD_EXIT,-13.349999999999454,-13.349999999999454,0.1,-26.79999999999891,6164.354906288569,-0.4328756169996204,30.56508461481758,80.94179827058505,2026-02,6441.721855840881
